id,length,start_time,trip_time,edge_start,edge_end,turn_I1,turn_I2,turn_I3
4236,4.53,2580.5,19.8,9_2,2_6,n,s,n
4237,4.96,2580.5,53.3,9_2,1_0,s,l,n
4238,9.88,2580.6,12.5,5_1,1_8,s,n,n
4239,5.83,2580.6,156.5,4_3,1_8,l,s,s
4240,4.79,2580.7,11.9,5_1,1_8,s,n,n
4241,4.74,2581.3,21.8,9_2,2_6,n,s,n
4242,4.52,2582.5,11.3,5_1,1_8,s,n,n
4243,5,2583.1,146.6,4_3,2_6,n,r,s
4244,4.65,2583.1,15.8,9_2,2_6,n,s,n
4246,4.88,2584.3,19.5,10_3,3_7,n,n,s
4247,4.37,2584.6,10.3,5_1,1_8,s,n,n
4248,4.62,2585,15.8,9_2,2_6,n,s,n
4249,5.89,2585.7,20.1,9_2,2_6,n,s,n
4250,10.61,2586,13.3,5_1,1_8,s,n,n
4252,6.17,2586.6,67.8,5_1,3_4,l,s,s
4253,4.26,2586.9,16.2,9_2,2_6,n,s,n
4254,5.08,2587.8,10.9,5_1,1_8,s,n,n
4255,6.13,2587.8,11.6,7_3,3_10,n,n,s
4256,4.59,2588.5,12.4,5_1,1_8,s,n,n
4257,4.62,2589,20.6,9_2,2_6,n,s,n
4258,4.71,2589.6,16.5,9_2,2_6,n,s,n
4259,4.42,2590.2,50.1,5_1,1_8,s,n,n
4260,4.41,2590.6,12.4,5_1,1_8,s,n,n
4261,4.87,2591.2,52.2,5_1,3_4,l,s,s
4262,4.58,2591.4,20.8,9_2,2_6,n,s,n
4263,4.8,2591.6,13.5,10_3,3_7,n,n,s
4264,4.59,2593,12.3,5_1,1_8,s,n,n
4265,4.85,2593.7,34.1,9_2,3_4,n,r,l
4266,5.07,2595.4,19.6,9_2,2_6,n,s,n
4267,4.4,2596,12.5,9_2,2_6,n,s,n
4268,5.01,2596,12.7,5_1,1_8,s,n,n
4269,5.11,2596.1,37.7,5_1,2_3,,,
4270,4.27,2596.6,14.1,9_2,2_6,n,s,n
4271,4.66,2596.7,10.1,5_1,1_8,s,n,n
4272,4.37,2597.7,142.9,4_3,2_6,n,r,s
4273,4.94,2597.9,19.7,9_2,2_6,n,s,n
4274,4.83,2598.1,122.3,4_3,1_0,s,s,s
4275,4.24,2598.1,12.8,5_1,1_8,s,n,n
4276,4.71,2599.4,14.2,9_2,2_6,n,s,n
4277,4.12,2599.6,12.7,9_2,2_6,n,s,n
4278,4.59,2600,12.7,5_1,1_8,s,n,n
4279,5.01,2600,19.9,9_2,2_6,n,s,n
4280,4.36,2600,13.1,5_1,1_8,s,n,n
4281,4.73,2600.6,20.4,9_2,2_6,n,s,n
4283,4.83,2601,75.7,7_3,3_10,n,n,s
4284,4.73,2601.2,9.9,5_1,1_8,s,n,n
4285,5.01,2601.4,24.9,9_2,3_4,n,r,l
4286,4.88,2601.7,37.2,0_1,1_8,r,n,n
4288,4.68,2602.3,13.7,9_2,2_6,n,s,n
4289,4.54,2603,12.4,5_1,1_8,s,n,n
4290,4.89,2603.3,20.6,9_2,2_6,n,s,n
4291,5.1,2603.4,34.4,5_1,2_3,,,
4292,4.56,2605.5,10.9,9_2,2_6,n,s,n
4293,4.55,2605.9,20.8,9_2,2_6,n,s,n
4294,4.69,2606,64,5_1,1_8,s,n,n
4295,4.35,2607.1,43.6,2_1,1_8,,,
4296,6.7,2607.6,58.3,5_1,node1,,,
4297,4.54,2607.8,62.1,9_2,2_6,n,s,n
4298,4.78,2608.2,63.7,5_1,1_8,s,n,n
4299,5.1,2608.3,15.9,9_2,2_6,n,s,n
4300,4.88,2609.8,66.7,7_3,3_4,n,n,l
4301,4.8,2610,59.1,5_1,1_8,s,n,n
4302,4.99,2610.1,26.3,9_2,1_0,s,l,n
4303,4.83,2611.1,59.9,9_2,2_6,n,s,n
4304,6.12,2611.2,61.8,9_2,2_6,n,s,n
4305,4.55,2611.6,63,5_1,1_8,s,n,n
4306,4.77,2612.4,118.6,5_1,3_4,l,s,s
4307,4.37,2612.8,57.1,5_1,1_8,s,n,n
4308,4.63,2612.9,60.3,9_2,2_6,n,s,n
4309,4.37,2614,76,10_3,3_7,n,n,s
4310,4.74,2614.2,60.4,9_2,2_6,n,s,n
4311,5.27,2614.5,56.5,9_2,2_6,n,s,n
4312,5.26,2614.9,66.1,7_3,3_10,n,n,s
4313,4.77,2615,63,9_2,2_6,n,s,n
4314,4.97,2615.1,125.2,4_3,1_8,l,s,s
4315,4.82,2617.1,59.8,5_1,1_8,s,n,n
4316,4.73,2617.2,64.5,9_2,2_6,n,s,n
4317,4.82,2617.3,63,9_2,2_6,n,s,n
4318,6.28,2617.5,55.4,5_1,1_8,s,n,n
4319,4.99,2619,59,7_3,3_4,n,n,l
4320,5,2619.3,64.6,9_2,2_6,n,s,n
4321,5.05,2619.6,63,9_2,2_6,n,s,n
4322,4.85,2620.1,122.7,5_1,3_4,l,s,s
4323,2.71,2620.5,57.8,5_1,1_8,s,n,n
4324,4.78,2621.4,100.9,4_3,1_0,s,s,s
4325,4.78,2621.7,71.3,10_3,3_7,n,n,s
4326,4.64,2622.4,53.9,5_1,1_8,s,n,n
4327,5.15,2623,124.9,4_3,2_6,n,r,s
4328,4.74,2623.4,59.4,7_3,3_10,n,n,s
4329,4.95,2623.4,33.9,0_1,3_4,s,s,s
4330,4.59,2624.1,61,5_1,1_8,s,n,n
4331,4.71,2625.3,70.1,10_3,3_7,n,n,s
4332,5.05,2625.8,34.4,4_3,3_7,n,n,r
4333,4.89,2627.2,109.7,10_3,1_0,s,s,l
4334,4.6,2628.3,56.9,7_3,3_10,n,n,s
4335,4.21,2628.5,116.2,5_1,3_4,l,s,s
4336,5.49,2628.9,122.8,4_3,2_6,n,r,s
4337,4.89,2629,14.2,0_1,1_8,r,n,n
4338,4.73,2632.3,65.9,10_3,3_7,n,n,s
4339,6.11,2632.4,222.5,4_3,2_6,n,r,s
4340,5.23,2634,10.5,2_3,3_4,,,
4341,5.33,2634.5,45.6,7_3,3_4,n,n,l
4342,5.13,2635.4,196.2,4_3,2_6,n,r,s
4343,4.92,2637.4,104.8,4_3,1_8,l,s,s
4344,5.02,2637.5,88,0_1,1_8,r,n,n
4345,5.2,2638.1,12.5,2_3,3_4,,,
4346,2.44,2638.7,61.8,10_3,3_7,n,n,s
4351,4.68,2644.3,100.9,4_3,2_6,n,r,s
4353,4.97,2646.5,84.1,0_1,2_3,,,
4354,5.2,2648.4,90.1,0_1,3_4,s,s,s
4355,4.72,2651.8,74.9,0_1,1_8,r,n,n
4356,4.63,2652.3,21.6,9_2,2_6,n,s,n
4357,5.39,2654.1,65.9,4_3,3_7,n,n,r
4358,4.19,2656.1,30.9,9_2,2_6,n,s,n
4359,4.55,2656.1,19.7,9_2,2_6,n,s,n
4360,4.39,2656.8,10.2,9_2,2_6,n,s,n
4361,4.64,2657.5,15.1,5_1,1_0,r,n,n
4362,9.69,2657.7,178.6,4_3,2_6,n,r,s
4363,4.51,2659.5,21.6,9_2,2_6,n,s,n
4364,5.09,2661.7,199.7,4_3,2_6,n,r,s
4365,5.19,2661.9,86.1,0_1,2_6,s,l,n
4366,10.77,2662,19.8,5_1,1_8,s,n,n
4367,4.29,2662.6,15.7,5_1,1_8,s,n,n
4368,4.71,2663.1,263.8,10_3,2_6,n,r,l
4369,5.08,2663.3,56.2,9_2,3_4,n,r,l
4370,4.73,2663.4,21.3,9_2,2_6,n,s,n
4372,4.42,2664.5,16.1,5_1,1_8,s,n,n
4373,4.61,2665.1,20.6,9_2,2_6,n,s,n

4375,7.3,2665.5,81.3,4_3,3_7,n,n,r
4376,5.7,2665.5,78.9,4_3,1_8,l,s,s
4377,5.01,2665.7,10.4,9_2,2_3,,,
4378,5.1,2666,13.6,5_1,1_8,s,n,n
4379,4.35,2667.1,22.9,9_2,2_6,n,s,n
4380,5.53,2667.3,56.8,4_3,3_10,n,n,l
4381,4.52,2667.4,15.1,5_1,1_8,s,n,n
4382,4.66,2668.6,19.6,9_2,2_6,n,s,n
4383,4.91,2669,16,5_1,1_8,s,n,n
4384,4.41,2669,22.2,5_1,1_8,s,n,n
4385,4.39,2669.1,18.9,7_3,3_10,n,n,s
4386,7.87,2669.1,8.2,9_2,node2,,,
4387,4.41,2669.4,23.3,9_2,2_6,n,s,n
4388,4.63,2670.9,11.7,5_1,1_8,s,n,n
4389,4.53,2671.6,19.9,9_2,2_6,n,s,n
4390,5.22,2672,22.8,9_2,2_6,n,s,n
4391,4.49,2672.5,24.2,9_2,2_6,n,s,n
4392,4.96,2672.6,238.6,4_3,2_6,n,r,s
4393,4.64,2673.2,20.9,9_2,2_6,n,s,n
4394,5.01,2673.6,72.6,5_1,3_4,l,s,s
4395,4.35,2673.8,12.1,5_1,1_8,s,n,n
4396,4.45,2674.3,24.8,9_2,2_6,n,s,n
4397,4.1,2674.3,22.3,9_2,2_6,n,s,n
4398,6.24,2674.4,68.1,4_3,2_6,n,r,s
4399,6.12,2675.1,8.2,9_2,node2,,,
4400,5,2675.2,13.2,5_1,1_8,s,n,n
4401,4.92,2675.3,16.2,9_2,2_6,n,s,n
4402,5.24,2676.3,46,2_3,3_4,,,
4403,5.04,2676.4,11.7,5_1,1_8,s,n,n
4404,6.94,2676.4,15.7,9_2,2_6,,,
4405,4.75,2677,56.1,5_1,3_4,l,s,s
4406,4.74,2677.2,24.7,9_2,2_6,n,s,n
4407,4.84,2677.3,47.5,9_2,1_0,s,l,n
4408,4.3,2678.9,12,5_1,1_8,s,n,n
4409,4.27,2679,10.9,5_1,1_8,s,n,n
4410,4.68,2679.3,24.5,9_2,2_6,n,s,n
4411,5.43,2679.5,152.2,4_3,1_8,l,s,s
4412,4.63,2680.2,24.7,9_2,2_6,n,s,n
4414,4.24,2681.5,11.3,5_1,1_8,s,n,n
4415,5.09,2681.9,25.1,9_2,2_6,n,s,n
4416,3.94,2682.2,10.6,5_1,1_8,s,n,n
4417,5.85,2682.4,24.5,9_2,2_6,n,s,n
4418,4.6,2682.4,54.7,5_1,3_4,l,s,s
4419,5.95,2682.8,17.8,9_2,2_6,,,
4420,5.33,2683.2,150.9,4_3,1_8,l,s,s
4422,4.01,2684.2,25,9_2,2_6,n,s,n
4423,4.3,2685.1,10.6,5_1,1_8,s,n,n
4424,4.81,2686.2,25.5,9_2,2_6,n,s,n
4425,4.69,2686.3,16.4,10_3,3_7,n,n,s
4426,4.94,2686.4,59.2,5_1,2_6,l,l,n
4427,4.28,2686.4,9.3,5_1,1_8,s,n,n
4429,4.74,2688.7,12.7,10_3,3_4,n,n,r
4430,4.84,2689,15.1,9_2,2_6,n,s,n
4431,4.76,2689.3,58.5,5_1,3_4,l,s,s
4432,2.79,2689.5,19.3,9_2,2_6,n,s,n
4434,4.34,2690.3,9.7,5_1,1_8,s,n,n
4435,5.19,2690.5,28.8,9_2,3_4,n,r,l
4436,4.92,2690.6,149.7,5_1,2_6,l,l,n
4437,4.44,2690.7,14.8,10_3,3_7,n,n,s
4438,4.88,2691,8.3,7_3,3_10,n,n,s
4440,4.93,2692.1,41.1,0_1,1_8,r,n,n
4441,5,2692.8,84.8,5_1,1_8,s,n,n
4442,4.93,2693.1,15.4,10_3,3_7,n,n,s
4443,4.87,2693.4,15.2,7_3,3_4,n,n,l
4445,5.46,2694.7,148.3,5_1,2_6,l,l,n
4446,4.26,2694.8,14.4,9_2,2_6,n,s,n
4447,4.64,2694.9,134.1,4_3,1_0,s,s,s
4448,4.95,2696.7,113.6,5_1,2_3,,,
4449,4.67,2697,61.9,5_1,1_8,s,n,n
4450,4.21,2697.6,61.7,5_1,1_8,s,n,n
4451,5,2698,36.2,0_1,1_8,r,n,n
4452,4.66,2699.9,61.3,5_1,1_8,s,n,n
4453,5.1,2700,121.8,5_1,3_4,l,s,s
4454,4.92,2700,60.9,5_1,1_8,s,n,n
4455,6,2701.8,93.2,7_3,3_4,n,n,l
4456,4.55,2703.5,10.2,9_2,2_6,n,s,n
4457,5.71,2704.3,59.5,5_1,1_8,s,n,n
4458,5.14,2704.5,54.9,9_2,2_6,n,s,n
4459,5.12,2704.5,98.8,9_2,3_4,n,r,l
4460,4.61,2704.6,23.1,5_1,1_0,r,n,n
4461,4.38,2705,59.1,9_2,2_6,n,s,n
4463,5.41,2705.5,58.9,5_1,1_8,s,n,n
4464,5.05,2706.1,65.4,10_3,3_4,n,n,r
4465,4.58,2706.2,54.9,9_2,2_6,n,s,n
4466,4.94,2706.4,29.3,0_1,2_3,,,
4467,4.71,2707.3,96.4,9_2,3_4,n,r,l
4468,4.78,2708,54.7,9_2,2_6,n,s,n
4469,4.96,2708.7,100.4,9_2,1_0,s,l,n
4470,4.48,2708.8,56.3,5_1,1_8,s,n,n
4471,4.95,2709.7,56.2,5_1,1_8,s,n,n
4472,5.15,2709.8,70.3,10_3,3_7,n,n,s
4473,3.27,2710.6,59.7,7_3,3_10,n,n,s
4474,5.08,2710.6,55.3,9_2,2_6,n,s,n
4475,4.83,2710.8,66.4,9_2,2_6,n,s,n
4476,4.16,2710.8,55.3,9_2,2_6,n,s,n
4477,4.62,2711.3,55.2,9_2,2_6,n,s,n
4478,4.85,2713.1,93.1,9_2,3_4,n,r,l
4479,4.63,2713.6,55.3,9_2,2_6,n,s,n
4480,4.72,2714.1,57.8,9_2,2_6,n,s,n
4481,5.17,2714.5,57.5,9_2,2_6,n,s,n
4482,4.92,2717.5,57.4,9_2,2_6,n,s,n
4483,4.74,2717.6,93.4,9_2,1_0,s,l,n
4484,4.44,2718.1,75.2,9_2,2_6,n,s,n
4485,4.88,2718.6,114.4,4_3,2_6,n,r,s
4486,4.64,2718.9,83.4,9_2,2_6,n,s,n
4487,5.01,2720.4,197.1,4_3,2_6,n,r,s
4488,5.72,2721.9,114,4_3,1_8,l,s,s
4489,2.92,2723.2,53.1,9_2,2_6,n,s,n
4490,5.04,2723.4,26.4,4_3,3_10,n,n,l
4491,4.32,2724.7,30.1,4_3,3_7,n,n,r
4492,4.3,2725.7,51.5,9_2,2_6,n,s,n
4493,5,2726.6,186.4,4_3,1_8,l,s,s
4494,5.23,2728.7,24.9,4_3,3_10,n,n,l
4495,4.96,2729.1,54.1,10_3,3_7,n,n,s
4497,4.9,2730.8,12.1,2_3,3_4,,,
4498,5.05,2731.2,104.7,4_3,1_0,s,s,s
4499,4.62,2732.4,54.2,10_3,3_7,n,n,s
4500,4.96,2735.8,12,2_3,3_4,,,
4501,5.17,2736.1,178.9,4_3,2_6,n,r,s
4502,4.54,2737.4,52.3,10_3,3_7,n,n,s
4503,5.36,2737.7,34.9,7_3,3_10,n,n,s
4504,4.31,2739.3,176.2,4_3,1_8,l,s,s
4505,5.02,2741.5,178.5,4_3,2_6,n,r,s
4508,4.84,2744.5,177.3,4_3,2_6,n,r,s
4509,5.2,2747.5,64.8,4_3,3_7,n,n,r
4510,4.72,2747.8,26.7,7_3,3_10,n,n,s
4511,5.37,2750,66.7,4_3,3_7,n,n,r
4512,4.74,2752.3,177,4_3,2_6,n,r,s
4513,4.27,2752.9,14.7,5_1,1_8,s,n,n
4514,5.49,2754.5,195.3,4_3,2_6,n,r,s
4515,4.24,2755.4,12.8,5_1,1_8,s,n,n
4516,3.93,2756,13.1,5_1,1_8,s,n,n
4517,10.4,2756.2,14.4,5_1,1_8,s,n,n
4518,4.45,2756.7,23.2,9_2,2_6,n,s,n
4520,4.5,2757.3,12.1,5_1,1_8,s,n,n
4521,4.79,2757.4,22.6,9_2,2_6,n,s,n
4522,5.12,2758,242,4_3,1_0,s,s,s
4523,3.73,2758.3,28,5_1,1_8,s,n,n
4524,4.85,2759.5,38.4,9_2,2_6,n,s,n
4525,4.62,2759.7,12.7,5_1,1_8,s,n,n
4526,4.33,2760.8,12.7,5_1,1_8,s,n,n
4527,4.69,2760.9,19.6,9_2,2_6,n,s,n
4528,4.26,2761.1,38.3,9_2,2_6,n,s,n
4529,4.68,2761.2,15.9,9_2,2_3,,,
4530,4.76,2762.2,116.5,7_3,3_4,n,n,l
4531,4.62,2762.6,12.2,5_1,1_8,s,n,n
4532,5.26,2762.8,135.6,4_3,1_0,s,s,s
4533,5.58,2763.2,12.5,5_1,1_8,s,n,n
4535,4.73,2763.9,18.7,9_2,2_6,n,s,n
4536,4.64,2763.9,50.2,9_2,1_0,s,l,n
4538,5.05,2764.3,41.2,9_2,2_6,n,s,n
4539,5.63,2764.8,55.9,4_3,3_10,n,n,l
4541,4.71,2765.3,19.3,9_2,2_6,n,s,n
4542,4.47,2765.8,12.8,5_1,1_8,s,n,n
4543,4.37,2766,11.6,5_1,1_8,s,n,n
4545,12.45,2766.4,54,9_2,2_6,n,s,n
4546,4.84,2767,25.1,10_3,3_7,n,n,s
4547,5.4,2767.1,14.5,9_2,2_3,,,
4548,4.19,2767.1,29,9_2,2_6,n,s,n
4549,5.37,2767.4,48.9,9_2,1_0,s,l,n
4550,5.07,2767.4,65.5,4_3,3_7,n,n,r
4551,4.41,2767.6,11.3,5_1,1_8,s,n,n
4552,4.27,2768.3,12.5,5_1,1_8,s,n,n
4553,5.5,2768.4,61.5,4_3,3_10,n,n,l
4555,5.07,2769.1,10,7_3,3_10,n,n,s
4556,4.18,2769.7,11.2,5_1,1_8,s,n,n
4557,4.97,2770,18.9,9_2,2_6,n,s,n
4558,4.67,2770.3,12.1,5_1,1_8,s,n,n
4559,4.67,2770.4,18.6,9_2,2_6,n,s,n
4560,4.89,2770.7,38,9_2,2_6,n,s,n
4561,5.03,2770.7,25,10_3,3_7,n,n,s
4562,11.37,2770.8,8.3,9_2,node2,,,
4563,4.35,2772.2,11.6,5_1,1_8,s,n,n
4564,4.47,2772.3,18.9,9_2,2_6,n,s,n
4565,4.41,2772.3,38.6,9_2,2_6,n,s,n
4566,4.79,2773.2,16.7,9_2,2_6,n,s,n
4567,4.01,2773.3,11.1,5_1,1_8,s,n,n
4568,4.44,2773.9,11.4,5_1,1_8,s,n,n
4569,4.98,2774.4,37.3,5_1,2_3,,,
4570,4.54,2774.7,19.7,9_2,2_6,n,s,n
4571,4.86,2775.1,39.1,9_2,2_6,n,s,n
4572,4.92,2775.1,31.4,9_2,3_4,n,r,l
4573,4.53,2775.8,10.7,5_1,1_8,s,n,n
4574,4.8,2775.8,14.7,9_2,2_6,n,s,n
4575,4.21,2776.3,11.5,5_1,1_8,s,n,n
4576,4.79,2776.4,23.3,9_2,2_6,n,s,n
4577,4.78,2777.3,30.9,2_3,3_4,,,
4578,4.35,2777.6,12.2,5_1,1_8,s,n,n
4579,4.97,2777.7,34.9,9_2,3_4,n,r,l
4580,4.59,2777.9,20.4,10_3,3_7,n,n,s
4581,4.34,2778.1,11.3,5_1,1_8,s,n,n
4582,4.54,2778.4,14.9,9_2,2_6,n,s,n
4584,4.82,2779.2,80.1,9_2,2_6,n,s,n
4585,4.65,2779.4,18.5,9_2,2_3,,,
4586,11.97,2779.5,68.7,9_2,2_6,,,
4587,4.28,2779.9,11.6,5_1,1_8,s,n,n
4588,4.54,2780.6,18.1,9_2,2_6,n,s,n
4589,5.47,2780.8,22.8,9_2,2_6,n,s,n
4590,4.49,2781.2,8.9,5_1,1_8,s,n,n
4591,4.72,2781.3,77.3,10_3,3_7,n,n,s
4592,5.17,2781.3,45.1,5_1,3_4,l,s,s
4593,4.34,2781.4,81.1,9_2,2_6,n,s,n
4594,4.45,2781.7,10.9,5_1,1_8,s,n,n
4595,5.42,2781.8,29,2_3,3_4,,,
4596,5.09,2782.1,34.1,9_2,3_4,n,r,l
4597,4.37,2782.3,9.2,5_1,1_8,s,n,n
4598,5.22,2782.7,22.6,9_2,2_6,n,s,n
4599,4.53,2783.4,126.7,5_1,3_4,l,s,s
4600,4.46,2784.2,9.7,5_1,1_8,s,n,n
4601,4.67,2784.2,82.4,9_2,2_6,n,s,n
4602,4.97,2784.6,133.3,4_3,1_8,l,s,s
4603,4.91,2784.6,15.7,9_2,2_6,n,s,n
4604,4.45,2784.9,66.9,5_1,1_8,s,n,n
4605,4.2,2785.3,62.8,5_1,1_8,s,n,n
4606,9.34,2785.9,76.1,10_3,3_7,n,n,s
4607,4.59,2786,70.1,9_2,2_6,n,s,n
4608,4.91,2786.4,75.5,9_2,2_6,n,s,n
4609,4.33,2787.1,18.6,9_2,2_6,n,s,n
4610,4.76,2787.3,62.1,5_1,1_8,s,n,n
4611,4.7,2787.3,63.5,5_1,1_8,s,n,n
4612,4.91,2787.9,125.4,5_1,3_4,l,s,s
4613,4.94,2788.2,70.2,7_3,3_10,n,n,s
4614,4.52,2789.7,14.1,9_2,2_6,n,s,n
4615,5.1,2790.8,207.7,10_3,2_6,n,r,l
4616,16.02,2791,22.9,0_1,1_8,r,n,n
4617,4.77,2791.3,124.6,5_1,3_4,l,s,s
4619,4.52,2791.9,61.1,5_1,1_8,s,n,n
4621,4.31,2792.9,71.8,10_3,3_7,n,n,s
4623,4.67,2794.6,129.4,5_1,3_10,l,s,r
4624,4.72,2795.9,74.3,10_3,3_7,n,n,s
4625,4.42,2796.3,56.3,5_1,1_8,s,n,n
4626,4.6,2796.5,58.6,5_1,1_8,s,n,n
4627,4.64,2798.6,17.6,0_1,1_8,r,n,n
4628,5.26,2799.1,43.6,4_3,3_10,n,n,l
4630,4.82,2800.8,54.3,5_1,1_8,s,n,n
4631,3.35,2800.8,102.8,5_1,2_3,,,
4632,3.74,2801.3,55.6,5_1,1_8,s,n,n
4635,5.15,2803.5,21.1,0_1,2_3,,,
4636,5.32,2803.8,198.8,4_3,1_0,s,s,s
4638,4.96,2805.1,55.8,7_3,3_10,n,n,s
4640,4.82,2806.2,75.2,7_3,3_4,n,n,l
4641,4.77,2806.7,117.2,0_1,2_6,s,l,n
4642,5.76,2807.6,50.7,5_1,1_8,s,n,n
4643,4.97,2809.1,195.9,4_3,2_6,n,r,s
4644,5.15,2810.5,10.5,2_3,3_4,,,
4645,5.11,2811.9,10.5,2_3,3_4,,,
4647,5.09,2815.9,104.9,4_3,1_0,s,s,s
4648,4.93,2816.5,53.3,9_2,2_6,n,s,n
4649,4.52,2817.2,30.5,9_2,2_6,n,s,n
4650,4.91,2817.5,76.4,9_2,3_4,n,r,l
4651,5.09,2818.7,49,9_2,2_6,n,s,n
4652,4.57,2819.7,44.2,9_2,2_6,n,s,n
4653,5.26,2819.9,56.3,9_2,2_6,n,s,n
4655,10.26,2821.9,73.6,9_2,3_4,n,r,l
4657,4.9,2822.3,51.8,9_2,2_6,n,s,n
4659,4.84,2822.8,48.8,9_2,2_6,n,s,n
4660,4.99,2823.7,187,4_3,2_1,,,
4661,5.22,2824.7,10.3,2_3,3_4,,,
4662,4.72,2825.9,49.2,9_2,2_6,n,s,n
4665,4.47,2827.2,53.1,9_2,2_6,n,s,n
4669,4.99,2828.8,180,4_3,2_6,n,r,s
4671,4.97,2830.5,69.4,0_1,1_8,r,n,n
4673,4.59,2831.1,44.3,9_2,2_6,n,s,n
4674,5.05,2831.2,179.5,4_3,2_6,n,r,s
4675,5.18,2834.1,176.6,4_3,2_6,n,r,s
4678,4.09,2835.4,50.5,9_2,2_6,n,s,n
4679,5.09,2835.6,86.7,4_3,1_0,s,s,s
4680,4.09,2836,45.1,9_2,2_6,n,s,n
4681,4.01,2836.2,46.3,9_2,2_6,n,s,n
4682,7.6,2837.1,74.2,4_3,3_7,n,n,r
4683,4.95,2838.4,71.6,0_1,1_8,r,n,n
4684,4.85,2840.2,23.6,7_3,3_10,n,n,s
4685,3.46,2841,73.5,4_3,3_7,n,n,r
4686,5.91,2842.9,23,7_3,3_10,n,n,s
4687,4.51,2843,17.5,5_1,1_8,s,n,n
4688,4.9,2843.8,14.5,5_1,1_8,s,n,n
4690,5.17,2845.8,16.8,9_2,2_3,,,
4691,4.08,2846,16.8,5_1,1_8,s,n,n
4692,4.31,2847,12.6,5_1,1_8,s,n,n
4693,5.39,2847.5,77.6,4_3,1_0,s,s,s
4694,4.32,2847.6,17.4,5_1,1_8,s,n,n
4696,4.59,2848,40.8,9_2,2_6,n,s,n
4697,5.79,2848.5,37.6,9_2,2_6,n,s,n
4698,4.33,2848.9,12.8,5_1,1_8,s,n,n
4701,4.92,2850.7,54.6,5_1,2_3,,,
4702,4.26,2850.8,50.7,9_2,1_0,s,l,n
4703,12.66,2850.8,62,9_2,2_6,n,s,n
4705,4.59,2851.3,37.6,9_2,2_6,n,s,n
4706,4.88,2851.8,39.7,9_2,2_6,n,s,n
4707,4.4,2852.4,15.2,5_1,1_8,s,n,n
4708,4.45,2852.5,10.3,5_1,1_8,s,n,n
4709,4.43,2853.2,29.4,9_2,2_6,n,s,n
4710,5.04,2853.4,17.3,7_3,3_10,n,n,s
4711,4.51,2853.8,38.6,9_2,2_6,n,s,n
4712,5.21,2854.1,64.2,5_1,3_4,l,s,s
4713,5.82,2854.2,40.3,9_2,2_6,n,s,n
4715,4.32,2854.7,11.1,5_1,1_8,s,n,n
4716,4.96,2855.1,18.3,10_3,3_7,n,n,s
4717,3.89,2855.5,14.4,5_1,1_8,s,n,n
4718,4.95,2857,24.8,9_2,2_6,n,s,n
4719,4.94,2857.1,38.4,9_2,2_6,n,s,n
4720,4.47,2857.3,39.8,9_2,2_6,n,s,n
4721,3.99,2857.7,65,5_1,3_4,l,s,s
4722,4.98,2857.8,14.9,7_3,3_10,n,n,s
4723,4.82,2858.4,13.7,5_1,1_8,s,n,n
4724,4.6,2858.6,11.1,5_1,1_8,s,n,n
4726,4.65,2858.8,16.8,10_3,3_7,n,n,s
4727,4.73,2860,40,9_2,2_6,n,s,n
4728,4.91,2860,25.8,9_2,2_6,n,s,n
4729,4.23,2860.1,11,5_1,1_8,s,n,n
4730,4.32,2860.1,12.5,5_1,1_8,s,n,n
4732,4.93,2860.8,13,5_1,1_8,s,n,n
4733,5.24,2861,14.3,7_3,3_10,n,n,s
4734,4.51,2861.2,36.4,9_2,2_6,n,s,n
4735,4.63,2861.5,16.4,10_3,3_7,n,n,s
4736,4.71,2862.6,10.8,5_1,1_8,s,n,n
4737,4.77,2862.8,36.8,9_2,2_6,n,s,n
4738,4.74,2862.8,135.9,4_3,1_8,l,s,s
4739,5.33,2862.8,32.9,2_3,3_4,,,
4740,5.09,2862.9,39.3,9_2,2_6,n,s,n
4741,4.34,2863.3,13.2,5_1,1_8,s,n,n
4742,4.29,2863.7,16.5,10_3,3_7,n,n,s
4743,4.16,2863.8,12,5_1,1_8,s,n,n
4744,4.77,2863.9,10.1,5_1,1_8,s,n,n
4746,4.85,2864.3,51.2,9_2,2_6,n,s,n
4747,5.12,2864.9,55.6,5_1,3_4,l,s,s
4748,3.98,2865.1,143.4,4_3,1_8,l,s,s
4749,4.65,2865.3,11.8,5_1,1_8,s,n,n
4750,4.1,2865.6,10.1,5_1,1_8,s,n,n
4751,5.33,2867.1,61.9,4_3,3_10,n,n,l
4752,4.25,2867.3,10.7,5_1,1_8,s,n,n
4753,4.51,2867.9,11.6,5_1,1_8,s,n,n
4754,4.63,2868.3,56.9,5_1,3_4,l,s,s
4755,4.31,2868.7,10.3,5_1,1_8,s,n,n
4756,5.08,2869.2,65,4_3,3_10,n,n,l
4757,4.39,2870.3,10.1,5_1,1_8,s,n,n
4758,4.94,2870.3,57.9,5_1,2_6,l,l,n
4759,4.41,2870.6,11.2,5_1,1_8,s,n,n
4760,4.62,2871,48.9,9_2,2_6,n,s,n
4761,4.74,2871.2,34.6,9_2,2_6,n,s,n
4762,4.99,2871.8,138.4,4_3,1_8,l,s,s
4763,4.52,2871.9,17.4,9_2,2_6,n,s,n
4764,5.02,2872.1,27.4,9_2,3_4,n,r,l
4765,4.65,2872.9,62,5_1,2_6,l,l,n
4766,4.99,2873.4,8.9,5_1,1_8,s,n,n
4767,4.97,2873.9,136.8,4_3,1_8,l,s,s
4768,4.67,2874.2,70,9_2,2_6,n,s,n
