id,length,start_time,trip_time,edge_start,edge_end,turn_I1,turn_I2,turn_I3
0,4.34,141.8,6.6,9_2,2_6,,,
1,4.15,141.8,81.8,3_2,1_8,,,
2,4.69,141.8,68.9,3_2,2_6,,,
3,4.61,141.8,17,9_2,2_6,n,s,n
4,4.57,141.8,15.8,7_3,3_10,n,n,s
5,4.54,141.8,25.5,10_3,3_7,n,n,s
6,4.36,141.8,7.7,9_2,2_6,,,
7,4.67,141.8,18.5,7_3,3_10,n,n,s
8,5.1,141.8,83.4,3_2,1_8,,,
9,5.11,141.8,23.4,7_3,3_10,n,n,s
10,5.18,141.8,23.1,10_3,3_7,n,n,s
11,4.33,141.8,8.9,9_2,2_6,n,s,n
12,5.12,141.8,14.6,7_3,3_4,n,n,l
13,4.81,141.8,71.2,3_2,2_6,,,
14,4.26,141.8,11.9,9_2,2_1,,,
15,4.24,141.8,7.5,9_2,2_6,,,
16,4.3,141.8,9.7,9_2,2_6,n,s,n
17,7.83,141.8,72.7,3_2,1_0,,,
18,8.4,141.8,89.9,4_3,2_6,n,r,s
19,4.87,141.8,147.6,3_2,1_0,,,
20,4.88,141.8,20.6,7_3,3_10,n,n,s
21,4.46,141.8,16.4,7_3,3_4,n,n,l
22,6.42,141.8,45.1,2_3,3_10,,,
23,4.56,141.8,66.7,3_2,2_6,,,
24,5.39,141.8,75.7,3_2,2_6,,,
25,4.89,141.8,72.6,3_2,2_6,,,
28,4.73,142.7,90.6,4_3,2_6,n,r,s
29,5.56,143.2,62.8,4_3,3_10,n,n,l
30,5.26,144.8,79.4,4_3,3_10,n,n,l
31,4.35,145.4,17.3,9_2,2_6,n,s,n
32,4.74,146.5,11,9_2,2_6,n,s,n
33,4.79,146.8,10.5,9_2,2_6,n,s,n
34,5.1,147.1,50.2,9_2,3_4,n,r,l
35,4.69,148.1,11,9_2,2_6,n,s,n
36,4.71,148.3,73.4,4_3,1_0,s,s,s
37,4.8,148.8,12.5,9_2,2_3,,,
39,5.12,149.3,155.5,4_3,1_0,s,s,s
40,4.8,150.1,10.8,9_2,2_6,n,s,n
41,4.56,151.1,14.1,9_2,2_6,n,s,n
42,4.35,151.9,15.4,7_3,3_10,n,n,s
43,4.46,152.3,14.6,9_2,2_6,n,s,n
44,5.18,152.6,154.6,4_3,1_0,s,s,s
46,4.45,154.4,15.1,9_2,2_6,n,s,n
47,4.46,154.4,14.5,7_3,3_10,n,n,s
48,4.17,154.6,11.5,9_2,2_6,n,s,n
49,5.14,154.7,10.5,9_2,2_6,n,s,n
50,4.55,155.4,11.8,9_2,2_6,n,s,n
51,4.99,156.7,14.9,9_2,2_3,,,
52,12.81,156.7,56,9_2,3_4,n,r,l
53,4.53,156.7,15.3,9_2,2_6,n,s,n
54,4.31,157.9,15.3,7_3,3_10,n,n,s
55,4.72,158.6,16,9_2,2_6,n,s,n
56,6.09,160.4,63,4_3,1_0,s,s,s
57,5.75,161.1,11.3,9_2,2_6,n,s,n
58,4.59,161.2,15.8,9_2,2_6,n,s,n
59,4.92,161.6,37.1,2_3,3_4,,,
60,4.01,162.2,12,9_2,2_6,n,s,n
61,4.82,162.5,39.2,9_2,3_4,n,r,l
62,4.63,163.5,12.4,9_2,2_6,n,s,n
63,4.66,163.6,11.4,9_2,2_6,n,s,n
64,4.6,163.6,15.4,9_2,2_6,n,s,n
65,5.11,164.8,41.6,4_3,3_7,n,n,r
66,4.22,165.1,11.3,9_2,2_6,n,s,n
67,5.05,165.1,38.4,9_2,3_4,n,r,l
68,4.34,165.1,12.3,9_2,2_6,n,s,n
69,4.81,165.4,11.6,7_3,3_10,n,n,s
70,4.87,167,12.1,9_2,2_6,n,s,n
71,6.15,168.1,16.5,9_2,2_6,n,s,n
72,5.03,168.4,11.3,9_2,2_6,n,s,n
73,4.23,168.6,12.2,9_2,2_6,n,s,n
75,4.81,170,57,7_3,1_8,l,s,r
76,4.41,170.1,13.9,9_2,2_1,,,
77,4.12,170.2,12,9_2,2_6,n,s,n
78,4.5,171.5,37.3,4_3,3_7,n,n,r
79,4.93,171.7,12.6,7_3,3_4,n,n,l
80,4.96,171.8,28.5,2_3,3_4,,,
81,4.87,171.9,11.8,9_2,2_6,n,s,n
82,4.56,171.9,12.4,9_2,2_6,n,s,n
83,4.46,173.9,15.6,9_2,2_6,n,s,n
84,4.13,174.2,11.8,9_2,2_6,n,s,n
85,4.88,175.4,11.4,9_2,2_6,n,s,n
86,10.67,176.3,11.7,10_3,3_7,n,n,s
87,4.97,176.8,15.9,9_2,2_6,n,s,n
88,4.34,178.3,10.9,9_2,2_6,n,s,n
89,4.61,179.1,15,9_2,2_6,n,s,n
90,4.92,179.4,69.4,10_3,3_4,n,n,r
91,4.8,181.7,10,9_2,2_6,n,s,n
92,4.7,181.9,58.1,9_2,2_6,n,s,n
93,4.71,182.1,68.3,10_3,3_7,n,n,s
94,4.94,182.6,45.8,4_3,1_8,l,s,s
95,4.41,184.8,56.2,9_2,2_6,n,s,n
96,4.69,185.5,57.9,9_2,2_6,n,s,n
98,4.54,192.2,8,1_2,2_3,,,
99,4.82,192.4,15.6,1_2,3_4,,,
100,4.82,194.5,7.4,1_2,2_3,,,
101,5.08,194.9,20.7,1_2,3_4,,,
103,4.87,195.1,108.1,5_1,3_4,l,s,s

105,4.93,195.1,41.6,1_2,3_7,,,
106,4.81,195.1,93.8,5_1,2_3,,,
107,4.58,195.1,45.2,5_1,1_8,s,n,n
108,4.96,195.1,20.9,1_2,3_4,,,
109,5.22,195.1,26,1_2,3_4,,,
110,5,195.1,106.4,5_1,3_4,l,s,s
112,4.75,195.1,104.6,5_1,3_4,l,s,s
113,4.5,195.1,10.6,1_2,2_3,,,
114,4.9,195.1,8.5,1_2,2_3,,,

116,4.61,195.1,105.9,5_1,3_4,l,s,s
117,4.63,195.1,42.8,5_1,1_8,s,n,n
118,4.62,195.1,47.4,5_1,1_8,s,n,n
120,12.94,195.1,40.7,1_2,3_4,,,
121,4.98,195.3,107.9,4_3,2_6,n,r,s
123,4.98,198,105.2,4_3,2_6,n,r,s
124,5.11,200.2,10.9,2_3,3_4,,,
125,4.3,200.6,105.2,4_3,2_6,n,r,s
126,5.04,202.2,11,2_3,3_4,,,
128,4.26,203.7,16,4_3,3_7,n,n,r
129,5.13,203.9,10.9,2_3,3_4,,,
131,4.47,206.1,11.9,2_3,3_4,,,
132,5.14,206.5,16.7,4_3,3_7,n,n,r
136,5.09,209.6,99,4_3,2_6,n,r,s
137,4.83,211.4,80,9_2,1_0,s,l,n
138,4.95,211.4,99.3,4_3,2_6,n,r,s
140,4.62,212.7,36,7_3,3_10,n,n,s
141,4.88,213.1,175.8,4_3,1_0,s,s,s
142,4.34,215.1,27.4,9_2,2_6,n,s,n
144,4.98,216.3,176.6,4_3,2_6,n,r,s
147,4.91,219.1,176.7,4_3,2_6,n,r,s
150,5.3,221.3,177.2,4_3,2_6,n,r,s
153,4.99,223.9,28.9,10_3,3_4,n,n,r
155,5.2,227.4,172.7,4_3,2_6,n,r,s
156,4.45,229.9,15.8,9_2,2_6,n,s,n
157,5.03,230.2,25.6,10_3,3_4,n,n,r
158,5.14,232,15.1,9_2,2_6,n,s,n
159,4.11,232.5,12.3,5_1,1_8,s,n,n
160,9.71,232.7,6.9,9_2,node2,,,
162,4.25,233.2,9.4,5_1,1_8,s,n,n
163,4.41,234.6,15,9_2,2_6,n,s,n
164,3.99,234.7,15,9_2,2_6,n,s,n
165,4.37,236.7,13.7,9_2,2_6,n,s,n
166,5.22,236.7,56.6,9_2,1_0,s,l,n
167,4.38,237.3,10.1,5_1,1_8,s,n,n
168,4.28,237.5,14.9,9_2,2_6,n,s,n
169,9.08,238.7,9.5,9_2,2_6,,,
171,5.04,239,14.9,9_2,2_6,n,s,n
172,4.44,239.1,13.8,9_2,2_6,n,s,n
173,4.82,239.3,68,5_1,3_4,l,s,s
174,3.92,239.5,9.9,5_1,1_8,s,n,n
175,4.47,239.9,12.4,7_3,3_10,n,n,s
176,4.88,240,72.8,0_1,2_6,s,l,n
177,4.64,240.5,13,9_2,2_6,n,s,n
178,4.85,242,59.9,7_3,1_8,l,s,r
179,4.76,242.5,12.8,9_2,2_6,n,s,n
180,5.4,242.5,15.3,9_2,2_6,n,s,n
181,4.7,243.3,68.1,5_1,3_4,l,s,s
182,4.11,243.6,8.8,5_1,1_8,s,n,n
184,4.23,244.3,13.1,10_3,3_7,n,n,s
186,4.94,244.9,14.2,9_2,2_6,n,s,n
187,5.22,245.4,9.4,5_1,1_8,s,n,n
190,3.97,246.6,13,9_2,2_6,n,s,n
191,4.28,246.6,15.5,9_2,2_6,n,s,n
192,4.9,246.8,14.2,5_1,1_0,r,n,n
193,5.02,247,59.3,7_3,1_8,l,s,r
194,5.29,247.4,35.8,4_3,3_7,n,n,r
195,4.65,248.6,14,9_2,2_6,n,s,n
196,4.52,248.6,8.6,5_1,1_8,s,n,n
197,4.2,250,8.8,5_1,1_8,s,n,n
198,5.01,250.2,51,5_1,2_3,,,
199,5.6,251.6,152.3,4_3,2_6,n,r,s
200,4.58,252.3,8.7,5_1,1_8,s,n,n
201,4.15,252.7,9.5,5_1,1_8,s,n,n
202,4.48,252.9,12,9_2,2_6,n,s,n
203,4.18,253,12.7,9_2,2_6,n,s,n
204,4.08,253,14.2,9_2,2_6,n,s,n
205,4.23,254.1,9.4,5_1,1_8,s,n,n
206,4.78,254.2,24.1,9_2,3_4,n,r,l
207,4.78,254.3,55.8,5_1,3_4,l,s,s
208,4.35,255,12.5,9_2,2_6,n,s,n
209,4.45,256,9.1,5_1,1_8,s,n,n
210,4.38,256.7,12.1,9_2,2_6,n,s,n
211,4.8,256.8,40.4,9_2,1_0,s,l,n
212,6.57,257.4,52.5,4_3,1_8,l,s,s
213,4.99,258.3,55.4,5_1,3_4,l,s,s
214,5.24,259.3,22.9,4_3,3_10,n,n,l
215,4.15,259.3,8.9,5_1,1_8,s,n,n
216,4.58,259.4,11.5,9_2,2_6,n,s,n
217,5.09,259.7,226.1,4_3,1_0,s,s,s
218,4.61,261.4,9.6,5_1,1_8,s,n,n
219,4.87,261.5,25.3,4_3,3_10,n,n,l
220,6.42,261.8,216.4,4_3,2_6,n,r,s
221,4.48,261.9,15.3,9_2,2_6,n,s,n
222,5.7,261.9,12.7,9_2,2_6,n,s,n
223,4.43,262.4,65.3,5_1,1_8,s,n,n
224,4.37,262.6,8.5,9_2,2_6,n,s,n
225,5.13,263,9.3,5_1,1_8,s,n,n
226,4.53,263.3,8.6,5_1,1_8,s,n,n
227,5.04,263.5,48.2,4_3,1_8,l,s,s
228,4.77,263.8,65.6,9_2,3_7,n,r,l
229,4.12,264.1,12.4,9_2,2_6,n,s,n
230,5.36,265.5,62.9,5_1,1_8,s,n,n
231,4.67,265.6,14.3,9_2,2_6,n,s,n
232,5.09,266,12.5,9_2,2_6,n,s,n
233,4.51,266.4,10.3,9_2,2_6,n,s,n
234,6.78,267,61.4,5_1,1_8,s,n,n
235,4.67,267.7,62.5,5_1,1_8,s,n,n
236,4.64,267.8,13.4,9_2,2_6,n,s,n
237,4.43,267.8,10.3,9_2,2_6,n,s,n
238,5.13,268.2,71,7_3,3_10,n,n,s
239,5.41,268.2,31,9_2,1_0,s,l,n
240,4.29,269.4,11,9_2,2_6,n,s,n
241,5.73,269.8,5,9_2,node2,,,
245,4.7,270.7,63.3,5_1,1_8,s,n,n
246,5.21,270.7,43.9,4_3,1_8,l,s,s
247,2.63,270.8,10.3,9_2,2_6,n,s,n
248,5.21,271.2,17.9,9_2,2_6,n,s,n
249,4.87,272.1,40.8,5_1,1_0,r,n,n
250,4.42,273.6,56.8,5_1,1_8,s,n,n
252,5.11,274.1,9.2,9_2,2_6,,,
254,4.7,276.7,82.7,7_3,3_4,n,n,l
255,5.16,277.2,59.1,5_1,1_8,s,n,n
259,4.57,279.7,53.4,5_1,1_8,s,n,n
261,3.89,281.7,48.1,9_2,2_6,n,s,n
265,5.38,282.8,198.1,4_3,2_6,n,r,s
267,4.63,283.5,46.6,9_2,2_6,n,s,n
268,6.28,284.2,32.5,4_3,1_8,l,s,s
270,5.11,287.3,197.8,4_3,2_6,n,r,s
271,4.52,287.7,54.6,10_3,3_7,n,n,s
272,4.82,288.9,8.8,2_3,3_4,,,
273,5.02,289.1,55,10_3,3_7,n,n,s
274,5.86,289.6,26.9,4_3,3_7,n,n,r
276,5.27,289.9,105,10_3,1_0,s,s,l
277,4.74,292.7,53.8,10_3,3_7,n,n,s
278,4.86,293.3,194.1,4_3,2_6,n,r,s
279,4.69,295.9,52.2,10_3,3_7,n,n,s
280,5.38,296.8,65.6,7_3,3_4,n,n,l
281,5.01,298.8,100.3,4_3,1_8,l,s,s
283,5.1,301.3,12.4,2_3,3_4,,,
284,4.56,303.6,189.2,7_3,1_8,l,s,r
285,5.25,303.7,28.7,9_2,2_6,n,s,n
286,4.28,306.3,38.5,7_3,3_10,n,n,s
287,4.81,309.3,180.9,4_3,2_6,n,r,s
288,5.06,311.3,81.9,4_3,1_0,s,s,s
291,4.8,314.4,11.9,4_3,3_7,n,n,r
292,4.69,316.4,81.3,0_1,3_4,s,s,s
293,4.68,317.8,13.6,9_2,2_6,n,s,n
294,4.51,318.8,12.9,9_2,2_6,n,s,n
296,6,320.9,64.8,9_2,3_4,n,r,l
298,5.13,321.6,168.6,4_3,2_6,n,r,s
300,4.97,322.1,65.6,9_2,3_4,n,r,l
301,4.08,322.3,15.7,5_1,1_8,s,n,n
302,4.46,322.4,12.6,5_1,1_8,s,n,n
303,4.4,323.1,12.9,9_2,2_6,n,s,n
306,10.57,323.2,15.5,5_1,1_8,s,n,n
307,4.82,323.3,80.5,5_1,2_6,l,l,n
308,4.75,323.6,13.2,9_2,2_6,n,s,n
309,4.17,323.8,26.5,10_3,3_7,n,n,s
312,4.93,324.1,64.5,9_2,3_4,n,r,l
313,4.35,324.1,12.3,9_2,2_6,n,s,n
314,5.33,324.3,168.5,4_3,2_6,n,r,s
317,4.82,324.7,24.4,7_3,3_10,n,n,s
319,4.19,324.9,11.9,5_1,1_8,s,n,n
322,4.79,325.6,13.6,9_2,2_6,n,s,n
323,4.96,325.7,75.2,5_1,3_4,l,s,s
327,4.36,326.6,14,5_1,1_8,s,n,n
329,4.91,327.1,62,9_2,3_4,n,r,l
330,5.12,327.2,55.4,4_3,3_7,n,n,r
331,4.38,327.4,14.3,9_2,2_6,n,s,n
332,5,327.5,38,7_3,3_4,n,n,l
333,6.24,327.7,76.8,4_3,1_8,l,s,s
334,4.46,328.6,12.6,5_1,1_8,s,n,n
335,5.94,329.1,14.8,9_2,2_6,n,s,n
336,4.81,329.1,13.4,5_1,1_8,s,n,n
337,4.48,329.3,14.5,9_2,2_6,n,s,n
338,4.63,329.4,12.7,5_1,1_8,s,n,n
339,5.17,330.5,60.8,9_2,3_4,n,r,l
340,4.67,330.5,12.3,9_2,2_6,n,s,n
341,4.96,330.8,75.3,4_3,1_8,l,s,s
342,4.65,330.8,19.8,7_3,3_10,n,n,s
343,4.13,331.1,14.9,9_2,2_6,n,s,n
344,4.82,332,58.6,9_2,3_4,n,r,l
345,4.18,332.3,10.9,5_1,1_8,s,n,n
346,5.23,332.7,54.2,4_3,3_7,n,n,r
347,4.91,332.7,14.3,9_2,2_6,n,s,n
348,4.43,332.9,13.2,5_1,1_8,s,n,n
349,3.93,333.3,15.5,9_2,2_6,n,s,n
350,4.13,334.1,12.6,9_2,2_6,n,s,n
351,4.86,334.6,74,4_3,1_8,l,s,s
353,5.2,334.8,11.9,5_1,1_8,s,n,n
354,4.47,335.2,42.8,9_2,1_0,s,l,n
355,4.55,335.2,17.4,10_3,3_7,n,n,s
357,4.35,335.3,10.9,5_1,1_8,s,n,n
358,4.08,335.9,12.7,9_2,2_6,n,s,n
359,4.16,336,12.1,5_1,1_8,s,n,n
360,4.61,336.5,15.3,9_2,2_6,n,s,n
361,4.47,336.8,20.2,9_2,2_6,n,s,n
362,5.16,336.9,62.6,0_1,3_4,s,s,s
363,4.91,337,66,5_1,3_4,l,s,s
364,4.24,337.2,15.2,7_3,3_10,n,n,s
365,4.48,338.1,11.7,5_1,1_8,s,n,n
366,4.77,338.2,147.5,4_3,1_8,l,s,s
367,5.16,338.3,18,9_2,2_6,n,s,n
369,4.76,338.6,13.3,9_2,2_6,n,s,n
370,4.79,338.9,12.3,9_2,2_6,n,s,n
371,4.88,339.2,66.1,5_1,3_4,l,s,s
372,5.72,339.5,11.1,5_1,1_8,s,n,n
373,4.68,339.5,15.6,10_3,3_7,n,n,s
374,4.22,341.3,11.9,5_1,1_8,s,n,n
375,4.69,341.5,11.1,9_2,2_6,n,s,n
376,4.59,341.5,18.1,9_2,2_6,n,s,n
377,4.95,341.5,64.9,0_1,2_6,s,l,n
378,5.02,341.9,66.2,5_1,3_4,l,s,s
379,4.34,342.1,16.5,9_2,2_6,n,s,n
380,4.71,342.7,15.3,10_3,3_7,n,n,s
381,4.38,343.1,10.4,5_1,1_8,s,n,n
384,5.17,343.9,26.6,4_3,3_10,n,n,l
385,4.44,344.1,11.3,5_1,1_8,s,n,n
386,5.01,344.2,65.6,5_1,3_4,l,s,s
387,4.73,344.7,16,9_2,2_6,n,s,n
388,4.35,344.8,10.6,9_2,2_6,n,s,n
389,4.52,345,13.3,9_2,2_6,n,s,n
390,4.97,345,42.4,0_1,1_8,r,n,n
391,4.97,345.2,56.6,10_3,1_8,l,s,l
392,4.8,346,11.1,5_1,1_8,s,n,n
393,4.12,346.2,9.8,5_1,1_8,s,n,n
394,4.54,346.5,11.8,5_1,1_8,s,n,n
395,4.55,347.2,13.2,9_2,2_6,n,s,n
396,4.91,347.2,16.2,9_2,2_6,n,s,n
397,4.89,347.7,148.6,4_3,2_6,n,r,s
398,4.71,347.9,9.8,5_1,1_8,s,n,n
399,10.38,348,46.5,9_2,3_4,n,r,l
400,4.51,348.2,10.7,5_1,1_8,s,n,n
401,5.13,349,138.4,4_3,1_8,l,s,s
402,4.76,349.1,16.5,9_2,2_6,n,s,n
403,4.5,350,11.1,9_2,2_6,n,s,n
404,4.97,350.4,59.4,0_1,3_4,s,s,s
405,4.65,350.7,10.6,5_1,1_8,s,n,n
406,5.36,350.8,10.3,5_1,1_8,s,n,n
407,4.16,351.6,16.3,9_2,2_6,n,s,n
408,4.99,351.6,45,9_2,3_4,n,r,l
409,4.23,351.8,11.9,9_2,2_6,n,s,n
410,4.47,352.5,10.5,5_1,1_8,s,n,n
411,4.96,353.2,76.6,7_3,3_10,n,n,s
412,4.54,354.3,10.7,5_1,1_8,s,n,n
413,5.04,354.4,45.3,9_2,3_4,n,r,l
414,4.43,354.8,15.5,9_2,2_6,n,s,n
415,4.62,355.4,12.3,9_2,2_6,n,s,n
416,4.96,355.5,37.2,0_1,1_8,r,n,n
417,4.58,355.6,64.3,5_1,1_8,s,n,n
419,4.44,356,62.8,5_1,1_8,s,n,n
420,4.17,356.8,13.7,9_2,2_6,n,s,n
421,4.85,358.5,10.9,9_2,2_6,n,s,n
422,4.69,359,13.5,9_2,2_3,,,
423,4.65,359.2,16.4,4_3,3_10,n,n,l
424,4.43,359.5,59.4,5_1,1_8,s,n,n
425,4.42,359.5,61.7,5_1,1_8,s,n,n
426,5.04,359.7,64,5_1,1_8,s,n,n
427,4.08,359.8,12.8,9_2,2_6,n,s,n
428,4.32,361.7,12.8,9_2,2_6,n,s,n
429,4.07,361.7,12.3,9_2,2_6,n,s,n
430,5.01,362.5,69.8,7_3,3_10,n,n,s
431,4.8,363.2,59.9,5_1,1_8,s,n,n
432,5.16,364.3,60.6,5_1,1_8,s,n,n
433,4.87,364.6,116.7,5_1,3_4,l,s,s
434,5.02,365,56.1,9_2,2_6,n,s,n
435,4.9,366.6,52.1,9_2,2_6,n,s,n
436,4.66,367.1,59.4,5_1,1_8,s,n,n
437,8.68,369.6,44.4,9_2,node2,,,
438,4.94,373,20.3,2_3,3_4,,,
439,5.19,374.6,200.6,4_3,2_6,n,r,s
440,5.1,374.7,40.9,4_3,3_10,n,n,l
441,5.37,374.8,61.9,7_3,3_10,n,n,s
442,5.04,375.1,37.5,0_1,3_4,s,s,s
445,5.21,378.9,198.7,4_3,2_6,n,r,s
446,5.12,381.8,114.5,0_1,3_4,s,s,s
447,4.15,382.8,194.8,4_3,2_6,n,r,s
448,4.65,384.9,57.4,7_3,3_4,n,n,l
449,5.2,385,105,4_3,1_8,l,s,s
450,4.98,385,113.1,0_1,2_6,s,l,n
451,5.51,388.2,30.6,4_3,3_7,n,n,r
452,4.78,389.2,49.4,7_3,3_10,n,n,s
454,3.67,390.6,30.5,9_2,2_6,n,s,n
456,5.86,392.8,76.9,9_2,1_0,s,l,n
460,5.03,397.9,268.8,4_3,1_0,s,s,s
463,4.55,403,91.3,4_3,1_8,l,s,s
465,4.82,407.2,23.3,10_3,3_4,n,n,r
466,5.2,408.8,51.4,9_2,3_4,n,r,l
467,4.7,409,19,9_2,2_6,n,s,n
468,4.42,409.1,17.7,9_2,2_6,n,s,n
469,4.77,409.3,13.7,9_2,2_6,n,s,n
470,5.64,412.3,17.3,9_2,2_6,n,s,n
471,4.59,413,18.8,9_2,2_6,n,s,n
472,4.36,413.2,13.6,5_1,1_8,s,n,n
473,4.55,413.2,14.4,5_1,1_8,s,n,n
474,7.1,413.5,11.5,9_2,2_6,,,
475,4.75,413.8,79.3,5_1,2_6,l,l,n
476,4.71,414.4,16.1,9_2,2_6,n,s,n
477,5.11,414.7,253.8,4_3,1_0,s,s,s
478,5.18,415.5,74.9,4_3,1_0,s,s,s
479,4.55,415.8,13.6,5_1,1_8,s,n,n
480,4.95,416,44.9,9_2,3_4,n,r,l
481,4.81,416.2,66.9,5_1,3_4,l,s,s
482,4.36,416.5,12.9,5_1,1_8,s,n,n
483,7.47,416.5,6,9_2,node2,,,
484,6.16,417,6.3,9_2,node2,,,
486,5.1,417.7,76.4,4_3,1_0,s,s,s
487,4.35,418.1,67.7,5_1,3_4,l,s,s
488,4.15,418.7,12.3,5_1,1_8,s,n,n
489,4.56,419.4,13.9,9_2,2_6,n,s,n
490,5.19,420.1,60.7,4_3,3_10,n,n,l
491,5.84,420.5,44.7,9_2,3_4,n,r,l
492,4.52,421,11.7,5_1,1_8,s,n,n
493,4.32,421.5,14.5,9_2,2_6,n,s,n
496,5.56,421.8,13.7,9_2,2_6,n,s,n
498,10.89,422.3,13.4,5_1,1_8,s,n,n
500,4.96,422.5,64.2,5_1,3_4,l,s,s
501,5.63,423,12,9_2,2_6,,,
502,7.36,423,10.5,9_2,2_6,,,
503,4.81,423,15.1,9_2,2_6,n,s,n
504,4.48,423.2,10.9,5_1,1_8,s,n,n
505,3.95,423.5,17,7_3,3_10,n,n,s
507,4.74,424,14,9_2,2_6,n,s,n
508,4.91,424.9,42.9,9_2,3_4,n,r,l
509,5.02,425,74.5,0_1,3_4,s,s,s
510,4.63,425.4,15.3,9_2,2_6,n,s,n
511,4.36,425.4,15.2,9_2,2_6,n,s,n
512,4.87,425.5,12.2,5_1,1_8,s,n,n
513,4.45,426.3,12.1,5_1,1_8,s,n,n
514,4.6,427,15.8,9_2,2_6,n,s,n
516,4.67,427.4,11.5,5_1,1_0,r,n,n
517,4.67,427.7,41.5,9_2,3_4,n,r,l
518,4.87,428.4,53,5_1,3_4,l,s,s
519,4.5,428.6,15.8,9_2,2_6,n,s,n
520,4.37,428.7,11.5,9_2,2_6,n,s,n
521,4.31,428.7,11.5,5_1,1_8,s,n,n
522,4.64,429.4,9,10_3,3_7,n,n,s
523,4.9,429.4,34.2,9_2,3_4,n,r,l
524,4.2,430.1,11.2,5_1,1_8,s,n,n
525,4.41,430.5,11.3,5_1,1_8,s,n,n
526,4.35,430.7,15.6,9_2,2_6,n,s,n
527,4.37,430.7,13.5,9_2,2_6,n,s,n
528,4.84,431.1,9.8,9_2,2_6,n,s,n
529,4.88,431.3,14.3,7_3,3_4,n,n,l
530,4.8,432,11.8,5_1,1_8,s,n,n
531,4.46,432.8,13.4,9_2,2_6,n,s,n
532,4.44,432.8,11,9_2,2_6,n,s,n
533,4.41,432.9,14.6,9_2,2_6,n,s,n
534,4.48,433.2,62.6,7_3,1_8,l,s,r
535,4.34,433.2,11.6,5_1,1_8,s,n,n
536,4.55,433.4,10.2,5_1,1_8,s,n,n
537,4.9,433.9,32.9,9_2,3_4,n,r,l
538,6.6,434.7,230.1,4_3,2_6,n,r,s
539,4.39,435.3,10.9,5_1,1_8,s,n,n
540,4.4,435.6,13.2,9_2,2_6,n,s,n
541,4.29,436,10,5_1,1_8,s,n,n
542,4.45,436.4,13.8,9_2,2_6,n,s,n
543,4.21,436.8,12.8,7_3,3_10,n,n,s
544,4.23,437.4,10.3,5_1,1_8,s,n,n
545,4.42,437.4,9.9,5_1,1_8,s,n,n
546,4.79,438.4,14,9_2,2_6,n,s,n
547,4.92,438.9,9.6,10_3,3_7,n,n,s
548,5.12,439.6,142.5,7_3,2_6,n,r,r
549,4.28,439.8,9.7,5_1,1_8,s,n,n
550,4.32,440.2,9.9,5_1,1_8,s,n,n
551,4.44,440.4,12.5,9_2,2_6,n,s,n
552,5.83,440.8,45.8,5_1,3_4,l,s,s
554,4.58,441.6,11.7,9_2,2_6,n,s,n
555,4.45,441.8,9.9,5_1,1_8,s,n,n
556,4.67,442,13.4,9_2,2_6,n,s,n
557,5.18,442.1,11.2,7_3,3_10,n,n,s
558,4.76,442.8,33.3,5_1,2_3,,,
559,4.21,442.9,9.9,5_1,1_8,s,n,n
560,4.68,443.1,12.6,10_3,3_4,n,n,r
561,4.55,444,12.2,9_2,2_6,n,s,n
562,4.65,444.1,14,9_2,2_6,n,s,n
563,4.62,444.1,12.3,9_2,2_6,n,s,n
564,4.48,444.4,9.6,5_1,1_8,s,n,n
565,4.43,445,9.1,5_1,1_8,s,n,n
566,4.56,445.1,80.7,10_3,3_4,n,n,r
567,4.78,445.4,69.8,7_3,3_10,n,n,s
568,4.48,445.8,12.4,9_2,2_6,n,s,n
569,4.48,446.1,128.9,5_1,3_4,l,s,s
570,5.12,446.1,41.4,0_1,2_3,,,
571,5.32,447.4,51,4_3,3_7,n,n,r
572,4.47,448.9,12.2,9_2,2_6,n,s,n
573,5.58,449.1,61.9,5_1,1_8,s,n,n
574,4.79,449.3,69.5,7_3,3_10,n,n,s
575,4.55,449.8,12.3,9_2,2_6,n,s,n
576,13.1,450.3,80.3,10_3,3_7,n,n,s
577,4.04,451.3,12.4,9_2,2_6,n,s,n
578,5.42,453.4,67.4,7_3,3_10,n,n,s
579,6.32,453.6,59,7_3,3_4,n,n,l
580,4.44,454,66.2,9_2,2_1,,,
581,5.01,457.4,127.6,5_1,2_6,l,l,n
582,5,457.6,122.7,7_3,1_8,l,s,r
584,4.8,460,51.4,9_2,2_6,n,s,n
585,5.1,460.1,206.1,4_3,2_6,n,r,s
587,4.87,461.4,53.1,9_2,2_6,n,s,n
588,4.77,464.5,37.3,0_1,3_4,s,s,s
589,5.17,468.8,35.3,4_3,3_7,n,n,r
590,4.98,469.5,34.9,0_1,3_4,s,s,s
591,5.49,472,34.8,4_3,3_7,n,n,r
592,5.22,475,16.5,4_3,3_10,n,n,l
593,4.88,476.3,11.8,2_3,3_4,,,
594,4.6,478.5,57.4,10_3,3_4,n,n,r
595,4.86,483,35.6,9_2,2_6,n,s,n
596,4.94,487.6,11.6,2_3,3_4,,,
597,5.43,487.7,89.3,4_3,1_8,l,s,s
598,5.11,488.1,27.3,9_2,2_6,n,s,n
599,5.12,493.4,22.6,7_3,3_4,n,n,l
600,4.83,493.6,45,10_3,3_7,n,n,s
601,5.1,493.6,175.6,4_3,2_6,n,r,s
602,4.83,499.2,59,9_2,3_4,n,r,l
603,5.44,500.4,10.5,5_1,1_8,s,n,n
